ID,Category,Years_Experience,Skills,Resume
RES0103,Android Development,4,Firebase; Material Design; Java; SQLite; Kotlin,"Result-driven Android Development professional with 4 years of experience. Skilled in Firebase, Material Design, Java, SQLite, Kotlin. Completed M.Tech from Institute of Technology. Worked on projects involving Java and Kotlin, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0083,Android Development,1,MVVM; REST API; Android SDK; SQLite; Firebase; Material Design; Jetpack Compose; Java; Kotlin,"Android Development specialist with 1 years in the industry, holding a B.E. from Institute of Technology. Core competencies include MVVM, REST API, Android SDK, SQLite, Firebase, Material Design, Jetpack Compose, Java, Kotlin. Led initiatives using Jetpack Compose that improved key metrics, and collaborated cross-functionally leveraging Material Design. Passionate about continuous learning and staying current with industry trends. Certifications: Coursera Professional Certificate."
RES0282,Business Analyst,1,Stakeholder Management; Requirements Gathering; Agile; Data Visualization; Tableau; Communication; Process Improvement; Power BI,"Motivated Business Analyst candidate (1 years experience, B.Tech, Technical Institute) proficient in Stakeholder Management, Requirements Gathering, Agile, Data Visualization, Tableau, Communication, Process Improvement, Power BI. Hands-on experience building solutions with Communication and Tableau. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: None."
RES0199,Python Developer,9,REST API; Docker; Django; Flask; Pandas; Unit Testing; SQL; Git,"Result-driven Python Developer professional with 9 years of experience. Skilled in REST API, Docker, Django, Flask, Pandas, Unit Testing, SQL, Git. Completed M.Tech from Metropolitan University. Worked on projects involving Docker and Git, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0209,DevOps Engineer,10,AWS; Terraform; Ansible; Linux; CI/CD; Kubernetes; Git; Monitoring; Docker,"Motivated DevOps Engineer candidate (10 years experience, BCA, Metropolitan University) proficient in AWS, Terraform, Ansible, Linux, CI/CD, Kubernetes, Git, Monitoring, Docker. Hands-on experience building solutions with AWS and Linux. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0328,Digital Marketing,6,Email Marketing; Excel; Marketing Strategy; Social Media; PPC; Communication,"Result-driven Digital Marketing professional with 6 years of experience. Skilled in Email Marketing, Excel, Marketing Strategy, Social Media, PPC, Communication. Completed MBA from State University. Worked on projects involving Social Media and Email Marketing, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0362,HR,8,Excel; Onboarding; HRIS; Communication; Employee Engagement; Recruitment,"Motivated HR candidate (8 years experience, B.E., Metropolitan University) proficient in Excel, Onboarding, HRIS, Communication, Employee Engagement, Recruitment. Hands-on experience building solutions with HRIS and Recruitment. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Google Certification."
RES0181,Python Developer,8,Docker; SQL; Unit Testing; Celery; Django,"Motivated Python Developer candidate (8 years experience, MBA, National College) proficient in Docker, SQL, Unit Testing, Celery, Django. Hands-on experience building solutions with Celery and Django. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: Microsoft Certified."
RES0288,Business Analyst,4,Excel; SQL; Agile; Process Improvement; Stakeholder Management; Communication; Requirements Gathering; Data Visualization,"Business Analyst specialist with 4 years in the industry, holding a BCA from State University. Core competencies include Excel, SQL, Agile, Process Improvement, Stakeholder Management, Communication, Requirements Gathering, Data Visualization. Led initiatives using Agile that improved key metrics, and collaborated cross-functionally leveraging SQL. Passionate about continuous learning and staying current with industry trends. Certifications: Google Certification."
RES0053,Web Development,11,React; CSS; Responsive Design; Git; Express.js; Node.js; TypeScript; MongoDB; JavaScript,"Result-driven Web Development professional with 11 years of experience. Skilled in React, CSS, Responsive Design, Git, Express.js, Node.js, TypeScript, MongoDB, JavaScript. Completed MCA from Metropolitan University. Worked on projects involving React and CSS, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: AWS Certified Associate."
RES0529,Graphic Designer,5,Figma; Typography; Creativity; UI/UX; Branding,"Result-driven Graphic Designer professional with 5 years of experience. Skilled in Figma, Typography, Creativity, UI/UX, Branding. Completed B.E. from State University. Worked on projects involving Typography and Branding, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0196,Python Developer,1,Python; REST API; Docker; Flask; Pandas,"Motivated Python Developer candidate (1 years experience, B.E., State University) proficient in Python, REST API, Docker, Flask, Pandas. Hands-on experience building solutions with REST API and Flask. Recognized for strong communication skills and ability to work in fast-paced, collaborative environments. Certifications: PMP."
RES0047,Web Development,2,HTML; React; TypeScript; Responsive Design; Node.js,"Result-driven Web Development professional with 2 years of experience. Skilled in HTML, React, TypeScript, Responsive Design, Node.js. Completed M.Tech from Institute of Technology. Worked on projects involving Responsive Design and HTML, delivering measurable improvements in team efficiency and project outcomes. Strong problem-solving ability and a track record of meeting deadlines. Certifications: Microsoft Certified."
RES0547,Graphic Designer,5,Photoshop; InDesign; Figma; UI/UX; Typography; Branding; Communication; Illustrator; Creativity,"Graphic Designer specialist with 5 years in the industry, holding a B.Tech from State University. Core competencies include Photoshop, InDesign, Figma, UI/UX, Typography, Branding, Communication, Illustrator, Creativity. Led initiatives using Photoshop that improved key metrics, and collaborated cross-functionally leveraging Figma. Passionate about continuous learning and staying current with industry trends. Certifications: AWS Certified Associate."
RES0169,Python Developer,8,Docker; Python; Celery; Django; REST API; SQL; Git; Flask; Unit Testing,"Python Developer specialist with 8 years in the industry, holding a MCA from City College. Core competencies include Docker, Python, Celery, Django, REST API, SQL, Git, Flask, Unit Testing. Led initiatives using REST API that improved key metrics, and collaborated cross-functionally leveraging Docker. Passionate about continuous learning and staying current with industry trends. Certifications: PMP."
