Job_ID,Title,Category,Company,Location,Skills,Experience_Required,Salary_LPA,Description
JOB00213,Cybersecurity Analyst,Network Security Engineer,Stewart Ltd,Chennai,Firewalls; Network Protocols; Penetration Testing; SIEM,1-4 years,20-22,"We are looking for a Cybersecurity Analyst to join our growing team. The ideal candidate has hands-on experience with Firewalls, Network Protocols, Penetration Testing, SIEM and can work independently on Penetration Testing-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Firewalls initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00003,Data Scientist,Data Science,"Mcclain, Miller and Henderson",Mumbai,TensorFlow; Scikit-learn; Tableau; NumPy; Pandas,2-5 years,12-17,"Exciting opportunity for a Data Scientist at Mcclain, Miller and Henderson. Must be proficient in TensorFlow, Scikit-learn, Tableau, NumPy, Pandas, with practical exposure to Tableau and Scikit-learn. You'll work in an agile environment solving real business problems. 2+ years experience preferred."
JOB00043,Frontend Developer,Web Development,Rodriguez LLC,Noida,MongoDB; Node.js; JavaScript; Express.js; Git,0-3 years,16-20,"We are looking for a Frontend Developer to join our growing team. The ideal candidate has hands-on experience with MongoDB, Node.js, JavaScript, Express.js, Git and can work independently on Node.js-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to JavaScript initiatives, and driving continuous improvement. 0+ years of relevant experience required."
JOB00130,Java Developer,Java Developer,Cortez LLC,Hyderabad,Maven; Multithreading; Hibernate; JUnit; Microservices,7-10 years,7-9,"Exciting opportunity for a Java Developer at Cortez LLC. Must be proficient in Maven, Multithreading, Hibernate, JUnit, Microservices, with practical exposure to Maven and Hibernate. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00306,Digital Marketing Executive,Digital Marketing,Bruce-Gonzalez,Delhi NCR,PPC; Copywriting; Excel; Marketing Strategy; Email Marketing; SEO; Content Marketing; Social Media,1-4 years,14-21,"Bruce-Gonzalez is hiring a Digital Marketing Executive for our Delhi NCR office. You will use PPC, Copywriting, Excel, Marketing Strategy, Email Marketing, SEO, Content Marketing, Social Media daily and help scale our Excel capabilities. We value strong fundamentals in Marketing Strategy and a collaborative mindset. Minimum 1 years of experience in a similar role."
JOB00050,Web Developer,Web Development,"Harris, Collins and Carney",Hyderabad,TypeScript; JavaScript; Node.js; CSS; Express.js; Responsive Design; React; MongoDB,5-8 years,19-22,"Exciting opportunity for a Web Developer at Harris, Collins and Carney. Must be proficient in TypeScript, JavaScript, Node.js, CSS, Express.js, Responsive Design, React, MongoDB, with practical exposure to Responsive Design and React. You'll work in an agile environment solving real business problems. 5+ years experience preferred."
JOB00504,Fitness Trainer,Health and Fitness,"Jimenez, Glass and Stone",Remote,Program Design; Exercise Physiology; Nutrition Planning; CPR Certified,7-10 years,9-17,"Exciting opportunity for a Fitness Trainer at Jimenez, Glass and Stone. Must be proficient in Program Design, Exercise Physiology, Nutrition Planning, CPR Certified, with practical exposure to Program Design and Exercise Physiology. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00201,Site Reliability Engineer,DevOps Engineer,"Barnett, Rogers and Snyder",Chennai,Terraform; Git; Monitoring; Shell Scripting; Jenkins; AWS,7-10 years,13-20,"Barnett, Rogers and Snyder is hiring a Site Reliability Engineer for our Chennai office. You will use Terraform, Git, Monitoring, Shell Scripting, Jenkins, AWS daily and help scale our Shell Scripting capabilities. We value strong fundamentals in Terraform and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00518,Nutrition Consultant,Health and Fitness,"Hernandez, Cole and Watson",Ahmedabad,Exercise Physiology; Communication; CPR Certified; Client Assessment; Program Design; Nutrition Planning,5-8 years,17-22,"Hernandez, Cole and Watson is hiring a Nutrition Consultant for our Ahmedabad office. You will use Exercise Physiology, Communication, CPR Certified, Client Assessment, Program Design, Nutrition Planning daily and help scale our Client Assessment capabilities. We value strong fundamentals in CPR Certified and a collaborative mindset. Minimum 5 years of experience in a similar role."
JOB00488,UI/UX Designer,Graphic Designer,Williams-Hughes,Bengaluru,UI/UX; Illustrator; Creativity; Branding; InDesign,0-3 years,9-11,"Williams-Hughes is hiring a UI/UX Designer for our Bengaluru office. You will use UI/UX, Illustrator, Creativity, Branding, InDesign daily and help scale our Branding capabilities. We value strong fundamentals in InDesign and a collaborative mindset. Minimum 0 years of experience in a similar role."
JOB00472,UI/UX Designer,Graphic Designer,Combs Ltd,Hyderabad,Figma; Branding; Photoshop; InDesign; Communication; Creativity; UI/UX; Illustrator,5-8 years,17-24,"We are looking for a UI/UX Designer to join our growing team. The ideal candidate has hands-on experience with Figma, Branding, Photoshop, InDesign, Communication, Creativity, UI/UX, Illustrator and can work independently on UI/UX-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Communication initiatives, and driving continuous improvement. 5+ years of relevant experience required."
JOB00496,Nutrition Consultant,Health and Fitness,Carter Inc,Mumbai,Exercise Physiology; Program Design; CPR Certified; Nutrition Planning; Client Assessment; First Aid; Communication,2-5 years,13-18,"Carter Inc is hiring a Nutrition Consultant for our Mumbai office. You will use Exercise Physiology, Program Design, CPR Certified, Nutrition Planning, Client Assessment, First Aid, Communication daily and help scale our CPR Certified capabilities. We value strong fundamentals in Program Design and a collaborative mindset. Minimum 2 years of experience in a similar role."
JOB00142,Backend Python Engineer,Python Developer,Riggs PLC,Chennai,Python; Pandas; Unit Testing; Git; SQL,8-11 years,12-15,"We are looking for a Backend Python Engineer to join our growing team. The ideal candidate has hands-on experience with Python, Pandas, Unit Testing, Git, SQL and can work independently on Pandas-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Git initiatives, and driving continuous improvement. 8+ years of relevant experience required."
JOB00132,Java Developer,Java Developer,Spencer-Lee,Hyderabad,Hibernate; Git; REST API; Spring Boot; JUnit; SQL; Java,7-10 years,15-18,"Spencer-Lee is hiring a Java Developer for our Hyderabad office. You will use Hibernate, Git, REST API, Spring Boot, JUnit, SQL, Java daily and help scale our Git capabilities. We value strong fundamentals in Hibernate and a collaborative mindset. Minimum 7 years of experience in a similar role."
JOB00463,UI/UX Designer,Graphic Designer,"Taylor, Wright and Davidson",Delhi NCR,Communication; InDesign; UI/UX; Illustrator; Creativity; Photoshop; Branding; Typography,1-4 years,20-29,"We are looking for a UI/UX Designer to join our growing team. The ideal candidate has hands-on experience with Communication, InDesign, UI/UX, Illustrator, Creativity, Photoshop, Branding, Typography and can work independently on Creativity-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to InDesign initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00262,Business Analyst,Business Analyst,"Anderson, Roberts and Gilmore",Chennai,Data Visualization; Agile; Stakeholder Management; Excel; Tableau; Power BI; Requirements Gathering; SQL,7-10 years,7-14,"Exciting opportunity for a Business Analyst at Anderson, Roberts and Gilmore. Must be proficient in Data Visualization, Agile, Stakeholder Management, Excel, Tableau, Power BI, Requirements Gathering, SQL, with practical exposure to Stakeholder Management and SQL. You'll work in an agile environment solving real business problems. 7+ years experience preferred."
JOB00505,Nutrition Consultant,Health and Fitness,Acosta Inc,Pune,Client Assessment; Exercise Physiology; Program Design; CPR Certified,7-10 years,7-11,"We are looking for a Nutrition Consultant to join our growing team. The ideal candidate has hands-on experience with Client Assessment, Exercise Physiology, Program Design, CPR Certified and can work independently on CPR Certified-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Program Design initiatives, and driving continuous improvement. 7+ years of relevant experience required."
JOB00020,Data Scientist,Data Science,"Reid, Ferguson and Sanchez",Mumbai,SQL; Excel; NumPy; TensorFlow; Statistics,1-4 years,16-23,"We are looking for a Data Scientist to join our growing team. The ideal candidate has hands-on experience with SQL, Excel, NumPy, TensorFlow, Statistics and can work independently on Excel-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Statistics initiatives, and driving continuous improvement. 1+ years of relevant experience required."
JOB00111,Backend Java Engineer,Java Developer,Patton-Jenkins,Pune,REST API; Spring Boot; Multithreading; Git; JUnit,6-9 years,8-13,"We are looking for a Backend Java Engineer to join our growing team. The ideal candidate has hands-on experience with REST API, Spring Boot, Multithreading, Git, JUnit and can work independently on REST API-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Spring Boot initiatives, and driving continuous improvement. 6+ years of relevant experience required."
JOB00168,Backend Python Engineer,Python Developer,Johnson-Rogers,Noida,Celery; Pandas; SQL; REST API; Docker,3-6 years,16-20,"We are looking for a Backend Python Engineer to join our growing team. The ideal candidate has hands-on experience with Celery, Pandas, SQL, REST API, Docker and can work independently on Celery-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to REST API initiatives, and driving continuous improvement. 3+ years of relevant experience required."
JOB00099,Android Developer,Android Development,Williams-Cook,Mumbai,MVVM; Firebase; REST API; Git; Java; Android SDK; Jetpack Compose,5-8 years,6-10,"We are looking for a Android Developer to join our growing team. The ideal candidate has hands-on experience with MVVM, Firebase, REST API, Git, Java, Android SDK, Jetpack Compose and can work independently on MVVM-driven projects. Responsibilities include collaborating with cross-functional teams, contributing to Android SDK initiatives, and driving continuous improvement. 5+ years of relevant experience required."
